Age,Country,EducationLevel,EducationOther,StudyField,StudyFieldOther,Familiarity,UsesAI,Frequency,Purpose,PurposeOther,Tools,ToolsOther,GPTVersion,GPTPaid,ImproveUnderstanding,ImprovePerformance,TimeStudying,UsageHours,ChangeApproach,DescribeChange,VerifyInfo,Dependency,Benefits,BenefitsOther,Challenge,ChallengeOther,AverageBefore,AverageAfter,YearStarted,HoursPW2021,HoursPW2022,HoursPW2023,HoursPW2024,Improvement2021,Improvement2022,Improvement2023,Improvement2024,LikelihoodContinueUsage,Q8CodingHelp,Q8ConceptUnderstanding,Q8OtherBinary,Q8ResearchAssistance,Q8StudyScheduling,Q8WritingAssistance,ChatGPT,Google Gemini,Jasper,Midjourney,Q9OtherBinary
20,Lebanon,Graduate student,,Medicine,,2,No,,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Increased,,Yes,Easier,Often,2,Increased understanding,,Dependency on AI,,,,2022,,1,2,3,,2,2,4,2,0,0,0,1,0,0,1,0,0,0,0
23,Lebanon,Graduate student,,Education,,4,Yes,Monthly,Research assistance,,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,,Yes,,Often,3,Increased understanding,,Distraction,,,,2022,,,,,,,,,3,0,0,0,1,0,0,1,0,0,0,0
21,Lebanon,Undergraduate student,,Other (please specify),,3,No,,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably not,Increased,2,Yes,,Sometimes,3,Increased understanding,,Reliability of information,,,,2023,,,1,6,,,3,5,3,0,0,0,1,0,1,1,0,0,0,0
22,Lebanon ,Undergraduate student,,Other (please specify),Pharmacy ,3,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,Decreased,5,Yes,It clarify some points in the courses and it improves  understanding  it help with the research  ,Often,2,Increased understanding,,Distraction,,85,95,2022,,1,3,5,,3,3,4,5,0,1,0,1,0,0,1,0,0,0,0
17,Lebanon,School student,,,,4,Yes,Daily,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,2,Probably not,No change,1,No,,Always,2,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,93,93,2024,,,,1,,,,1,2,0,1,0,1,0,0,1,0,0,0,0
22,Lebanon,Graduate student,,Medicine,,4,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Definitely not,No change,1,Yes,"direct answer provided, no need to research further in other sources",Always,3,Time-saving,,Reliability of information,,87,87,2022,,1,4,1,,2,2,2,5,0,1,0,1,0,1,1,0,0,0,0
17,Lebanon,School student,,,,3,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,1,Yes,Ai tools helped me understand certain terms making it easier to solve assignments/ get certain info and statistics ,Sometimes,2,Time-saving,,"Ethical concerns (e.g., plagiarism)",,83,86,2023,,,1,2-Mar,,,2,3,4,0,1,0,1,0,0,1,0,0,0,0
22,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,Research assistance,,Google Gemini,,,,5,Probably yes,No change,4,No,,Sometimes,2,Increased understanding,,Reliability of information,,62,62,2023,,,6,6,,,4,4,5,0,0,0,1,0,0,0,1,0,0,0
22,Lebanon,Graduate student,,Social Sciences,,5,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,5,Yes,I minimized the time I spent on summarizing long papers. ,Often,3,Better organization,,"Ethical concerns (e.g., plagiarism)",,60,80,2023,,,2,4,,,3,5,5,0,1,0,1,1,1,1,1,0,0,0
20,Lebanon,Undergraduate student,,Computer Science,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Other (please specify)",Poe,GPT-3.5 (Free),No,3,Unsure,No change,10,Yes,,Sometimes,3,Increased understanding,,Other (please specify),Limited messages,98,99,2022,,10,10,10,,,,,3,1,1,0,1,1,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Business,,3,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Definitely yes,Decreased,3,Yes,easier ,Sometimes,3,Increased understanding,,Reliability of information,,80,80,2022,,1,1,3,,2,2,4,5,1,1,1,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Architecture / Design,,3,Yes,Weekly,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,2,Yes,,Sometimes,3,Increased understanding,,Dependency on AI,,74,85,2023,,,,,,,,,3,0,0,0,1,0,0,1,0,0,0,0
25,Lebanon ,Graduate student,,Education,,4,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Yes,4,Definitely yes,Decreased,24,Yes,Time saver,Always,4,Time-saving,,Distraction,,63,88,2021,5,15,20,24,2,3,3,4,4,0,0,0,1,0,1,1,0,0,0,0
30,Netherlands,PhD student,,Social Sciences,,5,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Probably not,Decreased,3,Yes,"I use chatgpt for editing my writing, i am no longer concerned in writing well, i use chatgpt to improve my writing and structure my ideas.",Always,4,Reduced stress,,Dependency on AI,,,,2023,,,2,3,,,3,3,5,1,1,0,1,0,1,1,0,0,0,0
36,Lebanon,Graduate student,,Business,,2,Yes,Rarely,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,2,No,,Rarely,2,Better organization,,"Ethical concerns (e.g., plagiarism)",,94,90,2024,,,,2,,,,0,3,0,1,0,0,0,1,1,0,0,0,0
31,Netherlands,PhD student,,Public Administration,,2,No,,Other (please specify),proofreading,ChatGPT,,GPT-3.5 (Free),Maybe,1,Definitely not,No change,1,No,,Sometimes,1,Time-saving,,"Ethical concerns (e.g., plagiarism)",,,,2023,,,0,1,,,1,1,2,0,0,1,0,0,0,1,0,0,0,0
28,Netherlands,PhD student,,Social Sciences,,3,Yes,Rarely,Writing assistance,,ChatGPT,,GPT-3.5 (Free),No,2,Definitely not,No change,0,No,,Always,1,Time-saving,,Reliability of information,,90,90,2023,,,0,0,,,0,0,2,0,0,0,0,0,1,1,0,0,0,0
21,Netherlands,School student,,,,5,No,,Other (please specify),Entertainment ,ChatGPT,,GPT-3.5 (Free),Maybe,2,Unsure,No change,0.2,No,,Always,1,Other (please specify),,Reliability of information,,,,2023,,,0.1,0.3,,,1,2,2,0,0,1,0,0,0,1,0,0,0,0
21,Netherlands,Other (please specify),pre-master,Social Sciences,,5,Yes,Daily,Coding or technical help,,"ChatGPT,Midjourney",,GPT-4 (Paid),,3,Unsure,No change,4,Yes,"if i have to cram for an exam, i sometimes ask it to summarize chapters for me (it is an LLM after all), but generally i used it for coding bugs and technical problems, not much nowadays (unless cram season)",Always,2,Time-saving,,Reliability of information,,73,70,2024,,,,4,,,,lowest (1?),5,1,0,0,0,0,0,1,0,0,1,0
22,Netherlands,School student,,,,4,Yes,Weekly,"Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",Letting it review my work (feedback) based on a specific rubric,"ChatGPT,Other (please specify)",SigmundAI (for Open Sesame),GPT-3.5 (Free),No,3,Unsure,No change,1,Yes,"Firstly, if I have a hard time grasping the assignment, I will ask it to formulate it in a different way with more context or just more words. Secondly, for creating papers/experiments, I use it to brainstorm effectively. I give it my current ideas and ask for elaboration or a different view point, which often enlightens me because I would not have thought about it in such away (also due to time constraints). If I am stuck I will also ask for an outline on an assignment, key words to find research materials, or just feedback on my current writing. All things that I didn't have access to before and likely enhance my writing now. For studying, I use it to summarize tough paragraphs or to get explanations in just the right depth with examples or mnemonics. This indeed enhances efficity of studying, but it still often makes mistakes, so I do not use it too heavily. However the availability of AI tools has most prominently changed how I work with it as a extensive feedback tool, for explanations, codes, and for schedule advice.",Always,1,Enhanced creativity,,Reliability of information,,78,79,2023,,,2,1,,,3,4,4,1,1,1,0,1,0,1,0,0,0,1
23,Netherlands,Undergraduate student,,Social Sciences,,4,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,Increased,30,Yes,"Correction, generating tests and flashcards",Always,5,Increased understanding,,Dependency on AI,,30,67,2024,,,,15,,,,5,5,0,1,0,1,1,1,1,0,0,0,0
20,Lebanon,Graduate student,,Business,,4,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Other (please specify)",perplixity ,GPT-3.5 (Free),No,4,Probably yes,No change,28,No,,Often,2,Enhanced creativity,,"Ethical concerns (e.g., plagiarism)",,90,91,2023,,,10,21,,,3,4,4,1,1,0,0,0,1,1,0,0,0,1
27,Netherlands,PhD student,,Social Sciences,,5,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,5,Probably yes,Decreased,1,Yes,,Often,4,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,,,2024,,,,5,,,,5,5,1,1,0,0,0,1,1,0,0,0,0
24,Netherlands,Undergraduate student,,Social Sciences,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding,Other (please specify)",As a teaching assistant ,ChatGPT,,GPT-3.5 (Free),Maybe,4,Definitely yes,Decreased,4,Yes,"Getting inspiration, let GPT make flashcards for me",Often,2,Time-saving,,Reliability of information,,50,50,2022,,1,2,4,,5%,15%,25%,5,0,1,1,1,0,1,1,0,0,0,0
26,Netherlands ,PhD student,,Social Sciences,,3,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,2,Yes,Code,Sometimes,2,Time-saving,,Reliability of information,,86,93,2024,,,,1,,,,2,5,1,1,0,1,0,1,1,0,0,0,0
23,Lebanon,Graduate student,,Engineering,,4,Yes,Weekly,"Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,3,Unsure,No change,4,Yes,,Sometimes,2,Time-saving,,Reliability of information,,,,2024,,,,,,,,,4,1,1,0,0,0,0,1,0,0,0,0
32,Netherlands,PhD student,,Social Sciences,,4,Yes,Daily,"Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),No,5,Definitely yes,Decreased,10,Yes,,Always,3,Time-saving,,Reliability of information,,,,2022,,10,10,10,,5,5,5,5,1,0,0,0,0,1,1,0,0,0,0
35,Spain,PhD student,,Social Sciences,,2,No,,Concept understanding,,ChatGPT,,GPT-3.5 (Free),No,2,Probably not,No change,0,No,,Never,1,Increased understanding,,Reliability of information,,,,2024,,,,0,,,,1,1,0,1,0,0,0,0,1,0,0,0,0
23,Lebanon,Graduate student,,Business,,3,Yes,Monthly,"Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,No change,,No,,Rarely,4,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,90,94,2023,,,,,,,,,5,1,1,0,0,0,1,1,0,0,0,0
23,Lebanon,Graduate student,,Education,,4,Yes,Monthly,"Writing assistance,Study scheduling or organization",,"ChatGPT,Google Gemini",,I'm unsure which version I use,,5,Definitely yes,No change,,Yes,,Sometimes,2,Time-saving,,Dependency on AI,,,,2024,,,,,,,,,,0,0,0,0,1,1,1,1,0,0,0
24,Netherlands,PhD student,,Social Sciences,,3,Yes,Weekly,"Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,4,Yes,"If it's something related to coding I start by asking ChatGPT instead of googling. Same when it comes to stimuli material creations, I get ideas first from ChatGPT instead of google",Often,3,Enhanced creativity,,Reliability of information,,80,80,2022,,1,2,4,,1,3,3,4,1,0,0,0,0,1,1,0,0,0,0
20,Netherlands ,Undergraduate student,,Social Sciences,,5,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,5,Definitely yes,Decreased,4,Yes,"If I have doubts about the material, I can directly ask Ai and save time",Often,3,Time-saving,,Reliability of information,,61,76,2023,,,1,4,,,3,5,5,0,1,0,0,0,1,1,0,0,0,0
22,Lebanon,Graduate student,,Business,,4,Yes,Weekly,Research assistance,,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Unsure,Decreased,20,Yes,Ask AI the main assignment question and have him give me related websites that help,Often,2,Time-saving,,"Ethical concerns (e.g., plagiarism)",,85,85,2023,,,6,20,,,2,3,4,0,0,0,1,0,0,1,1,0,0,0
20,Netherlands,Undergraduate student,,Social Sciences,,3,Yes,Monthly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,No change,0.5,Yes,no significant change truly,Often,1,Time-saving,,"Ethical concerns (e.g., plagiarism)",,75,85,2024,,,,1,,,,3,4,0,1,0,1,0,0,1,0,0,0,0
27,Netherlands,PhD student,,Social Sciences,,5,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,2,Probably yes,Decreased,3,Yes,"Before I will search for materials myself first, now I  can just ask for some recommendations and then search on that direction. ",Often,2,Time-saving,,Reliability of information,,72,83,2021,0.3,0.5,3,4,2,2,3,3,5,1,1,0,1,0,1,1,0,0,0,0
35,France,PhD student,,Engineering,,3,Yes,Monthly,"Writing assistance,Concept understanding",,"ChatGPT,Other (please specify)",Copilot microsoft,GPT-3.5 (Free),No,3,Probably not,No change,0.5,No,,Sometimes,2,Better organization,,"Ethical concerns (e.g., plagiarism)",,75,75,2024,,,,1,,,,3,3,0,1,0,0,0,1,1,0,0,0,1
24,Lebanon ,Graduate student,,Business,,5,Yes,Weekly,"Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Probably yes,No change,3,Yes,I can ask it to prepare flash cards and practice tests and im able to test my understanding of the topics accordingly ,Sometimes,3,Increased understanding,,Dependency on AI,,84,89,2024,,,,3,,,,N/a,4,1,1,0,0,0,0,1,0,0,0,0
20,Lebanon,Graduate student,,Business,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,3,Probably not,Decreased,3,Yes,"I tend to immediatly ask chatgpt for answers, and it often leads me nowhere if the problem is complex",Often,3,Better organization,,Distraction,,84,84,2022,,4,6,4,,1,3,2,5,1,1,0,1,0,1,1,1,0,0,0
20,Lebanon,Graduate student,,Other (please specify),Business Analytics,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,I use both equally,,3,Unsure,Decreased,3,No,,Always,4,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,95,100,2021,,,,,,,,,,1,1,0,1,0,1,1,1,0,0,0
25,Lebanon,Graduate student,,Computer Science,,5,Yes,Weekly,"Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Unsure,No change,2,Yes,Get help,Often,2,Time-saving,,Reliability of information,,72,77,2023,,,2,2,,,3,3,3,1,1,0,0,1,0,1,0,0,0,0
21,France,Undergraduate student,,Other (please specify),Ai,5,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Other (please specify)",CoPilot,GPT-4 (Paid),,4,Probably yes,Increased,,Yes,"It makes things easier, and saves a lot of time for useless tasks sometimes.",Often,4,Time-saving,,Dependency on AI,,50,70,2022,,10,10,5,,2,3,5,5,1,1,0,0,0,1,1,0,0,0,1
25,Lebanon,Graduate student,,Business,,5,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,3,No,,Sometimes,3,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,100,100,2024,,,,3,,,,4,5,0,1,0,1,0,0,1,0,0,0,0
24,Lebanon,Graduate student,,Business,,3,Yes,Weekly,"Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,6,Yes,,Rarely,2,Reduced stress,,Reliability of information,,76,76,2024,,,,6,,,,6,3,1,0,0,0,0,1,1,0,0,0,0
15,Lebanon,School student,,,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),No,5,Definitely yes,Decreased,1,Yes,,Rarely,3,Time-saving,,Reliability of information,,87,88,2023,,,1,2,,,3,3,3,0,0,0,1,0,1,1,0,0,0,0
29,France,PhD student,,Engineering,,5,Yes,Daily,"Research assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Definitely yes,Decreased,6,Yes,,Sometimes,4,Time-saving,,Dependency on AI,,80,80,2023,,,,,,,,,5,0,1,0,1,0,0,1,0,0,0,0
25,France,PhD student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Probably yes,Decreased,4,Yes,Before it was looking on internet for literature and know it’s directly chatgpt,Rarely,2,Time-saving,,Dependency on AI,,83,90,2023,,,3,4,,,3,4,5,1,1,0,1,0,1,1,0,0,0,0
24,Lebanon,Graduate student,,Business,,3,Yes,Rarely,Research assistance,,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,Decreased,2,Yes,It makes assignments easier,Always,2,Increased understanding,,Reliability of information,,85,85,2024,,,,2,,,,2,2,0,0,0,1,0,0,1,0,0,0,0
17,Lebanon,Undergraduate student,,Other (please specify),Health communication ,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,4,Yes,It helped me organize and brainstorm my ideas before approaching the assignment.,Sometimes,2,Time-saving,,Dependency on AI,,89,89,2024,,,,1-Feb,,,,1,3,0,0,0,1,0,1,1,0,0,0,0
20,Lebanon,Undergraduate student,,Nursing,,4,Yes,Daily,"Research assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Decreased,,Yes,Helped me understand concepts faster,Sometimes,1,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,88,88,2022,,2,3,5,,Same,Same,Same ,4,0,1,0,1,1,0,1,0,0,0,0
20,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Research assistance,Concept understanding,Other (please specify)",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,4,No,,Sometimes,1,Better organization,,"Ethical concerns (e.g., plagiarism)",,93,94,2021,3,4,5,4,2,3,4,4,4,0,1,1,1,0,0,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,Decreased,2,Yes,i use it to summarize or to explain an idea or a concept or a quest or a whole text,Sometimes,3,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,70,81,2023,,,1,2,,,5,4,5,0,1,0,1,0,1,1,0,0,0,0
26,Lebanon,Undergraduate student,,Social Sciences,,3,Yes,Weekly,Other (please specify),Summarizing concepts and giving ideas ,ChatGPT,,GPT-3.5 (Free),No,2,Definitely not,No change,2,No,,Always,1,Time-saving,,Reliability of information,,86,86,2024,,,,2,,,,1,3,0,0,1,0,0,0,1,0,0,0,0
23,Lebanon,Graduate student,,Business,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Midjourney",,GPT-3.5 (Free),Maybe,4,Probably yes,Increased,5,Yes,I feel like i’ve started to think the way chatgpt does when it comes to analysis and sometimes i dont like this point,Always,4,Time-saving,,Reliability of information,,96,96,2023,,,3,5,,,3,3,5,1,1,0,1,1,1,1,0,0,1,0
22,Lebanon,Undergraduate student,,Other (please specify),Mathematics,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,I use both equally,,3,Unsure,No change,10,Yes,,Always,5,Time-saving,,Reliability of information,,80,85,2023,,,20,10,,,3,3,3,1,1,0,1,1,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Business,,4,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,5,Unsure,Decreased,4,Yes,,Often,2,Increased understanding,,Dependency on AI,,40,55,2023,,,1,4,,,1,3,5,0,1,0,1,1,1,1,1,0,0,0
25,France,Graduate student,,Computer Science,,4,Yes,Weekly,"Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Increased,,Yes,,Sometimes,4,Time-saving,,Dependency on AI,,,,2023,,,,,,,,,4,1,0,0,0,0,1,1,0,0,0,0
34,Canada,PhD student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)","Visualize workflow diagrams,  and data analysis ","ChatGPT,Google Gemini",,GPT-4 (Paid),,5,Probably yes,Decreased,14,Yes,Faster but you have to be careful of the accuracy and resources,Always,3,Increased understanding,,Reliability of information,,90,90,2023,,,4,14,,,3,4,5,1,1,1,1,1,1,1,1,0,0,0
21,Lebanon,Graduate student,,Business,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,I use both equally,,2,Probably yes,Decreased,3,Yes,,Always,4,Time-saving,,Reliability of information,,70,85,2021,1,1,2,3,4,3,3,3,5,1,1,0,1,0,1,1,1,0,0,0
23,France,Graduate student,,Engineering,,5,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,I use both equally,,4,Definitely yes,Decreased,2,Yes,,Often,3,Time-saving,,Reliability of information,,77,85,2022,,0.5,2,3,,77,85,90,5,1,1,0,0,0,1,1,0,0,0,0
22,Lebanon,Graduate student,,Business,,3,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,No change,5,No,,Rarely,3,Enhanced creativity,,Dependency on AI,,81,89,2023,,,2,5,,,2,4,5,1,1,0,1,0,1,1,0,0,0,0
19,Lebanon ,Undergraduate student,,Other (please specify),Speech and language therapy ,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,5,Definitely yes,Increased,3,Yes,,Sometimes,2,Increased understanding,,Reliability of information,,70,85,2023,,,,,,,,,4,0,1,0,1,0,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,4,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,I use both equally,,5,Probably yes,Increased,4,Yes,it helped me understand the concepts more,Sometimes,3,Increased understanding,,Reliability of information,,82,90,2022,,1,2,4,,3,3,4,5,0,1,0,0,0,1,1,0,0,0,0
19,Lebanon ,Undergraduate student,,Engineering,,3,Yes,Weekly,Concept understanding,,ChatGPT,,I use both equally,,3,Unsure,No change,2,Yes,,Often,3,Increased understanding,,Dependency on AI,,85,85,2022,,3,2,2,,3,4,4,3,0,1,0,0,0,0,1,0,0,0,0
22,Lebanon,Undergraduate student,,Other (please specify),Public Relations ,3,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,Other (please specify),Poe,,,4,Probably yes,Decreased,2,Yes,"it helps with providing information , tactics , and a lot of examples which helped me understand faster and finish the lecture in less time ",Often,5,Reduced stress,,Reliability of information,,60,85,2023,,,1,2,,,7,8,4,0,1,0,1,0,1,0,0,0,0,1
22,Lebanon,Graduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,Increased,40,Yes,Researching is a lot faster. You can manipulate data/study material in the way you find most efficient. It helps you avoid redundant tasks that you have already practiced before but it would consume time to redo them.,Sometimes,5,Time-saving,,Reliability of information,,70,85,2023,,,30,40,,,5,5,5,1,1,1,1,1,1,1,0,0,0,0
21,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,I use both equally,,4,Probably yes,Decreased,5,Yes,The outline is usually defined by chatgpt,Often,3,Increased understanding,,Reliability of information,,87,91,2022,,,,,,,,,4,1,1,0,1,0,0,1,1,0,0,0
22,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Daily,"Research assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-4 (Paid),,4,Probably yes,No change,25,Yes,,Sometimes,4,Better organization,,Lack of guidance on usage,,,66,2022,,10,15,25,,,,,4,1,1,0,1,0,0,1,1,0,0,0
21,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Other (please specify)",Microsoft Copilot,I use both equally,,4,Definitely yes,No change,2,No,,Rarely,2,Increased understanding,,Dependency on AI,,70,80,2022,,1,2,2,,3,3,4,5,1,1,0,1,1,1,1,0,0,0,1
21,Lebanon,Undergraduate student,,Medicine,,4,Yes,Monthly,Writing assistance,,ChatGPT,,I'm unsure which version I use,,4,Probably yes,Decreased,,Yes,,Sometimes,3,Increased understanding,,Dependency on AI,,67,76,2023,,,1,2 to 4,,,,,3,0,0,0,0,0,1,1,0,0,0,0
21,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Unsure,Decreased,7,Yes,I became dependent on AI tools solving stuff before i actually think about it more,Rarely,5,Reduced stress,,Dependency on AI,,70,80,2023,,,7,11,,,3,4,5,1,1,0,1,1,1,1,1,0,0,0
21,Lebanon,Other (please specify),Collage,Computer Science,,2,No,,Other (please specify),Sorry i didnt yet,Other (please specify),,,,2,Probably not,No change,0,No,,Rarely,1,Time-saving,,Dependency on AI,,,,2024,,,,0,,,,0,2,0,0,1,0,0,0,0,0,0,0,1
18,Lebanon,School student,,,,5,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,3,Unsure,No change,2,No,,Often,2,Better organization,,Reliability of information,,50,77,2023,,,2,5,,,1,3,2,0,0,0,1,1,1,1,1,0,0,0
21,Lebanon,Undergraduate student,,Computer Science,,3,Yes,Weekly,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,60,Yes,,Always,4,Reduced stress,,Distraction,,70,83,2022,,2,2,3,,3,4,4,3,1,1,0,1,0,0,1,0,0,0,0
21,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Increased,4,Yes,Increased,Sometimes,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,75,84,2021,1,2,3,4,2,2,3,3,4,0,0,0,1,0,1,1,0,0,0,0
17,Lebanon,School student,,,,3,No,,Research assistance,,Google Gemini,,,,4,Unsure,No change,,No,,Always,2,Better organization,,Reliability of information,,,,2022,,,,,,,,,4,0,0,0,1,0,0,0,1,0,0,0
